segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_HWY_NH27,highway,47.3,13.78,45.0,6.73,4.855,1,0,0
SEG_DIST_MZ1,district,39.27,11.69,37.32,33.63,0.674,2,0,0
SEG_STATE_MN2,state,23.33,15.21,20.8,33.31,1.819,3,0,1
SEG_STATE_AS1,state,12.17,7.77,10.88,16.53,1.222,0,0,0
SEG_HWY_NH27,highway,36.6,6.89,35.45,1.95,5.147,0,0,0
SEG_STATE_AS1,state,75.9,0.55,75.81,15.68,1.868,2,0,0
SEG_RURAL_NL1,rural,50.33,1.8,50.03,39.91,0.665,3,1,1
SEG_RURAL_NL1,rural,5.32,5.45,4.41,45.84,0.05,3,0,0
SEG_HWY_NH27,highway,38.01,5.37,37.12,10.47,5.331,10,0,0
SEG_DIST_MZ1,district,30.71,11.54,28.79,34.88,0.581,3,0,0
SEG_STATE_MN2,state,16.05,17.03,13.22,21.2,2.204,10,1,1
SEG_STATE_MN2,state,29.43,37.18,23.23,17.49,2.034,3,0,1
SEG_DIST_MZ1,district,29.89,12.21,27.86,37.05,0.294,0,1,1
SEG_DIST_MZ1,district,29.96,7.77,28.66,29.28,0.353,2,0,0
SEG_DIST_MZ1,district,9.02,15.12,6.5,43.99,0.637,1,0,1
SEG_DIST_AR1,district,10.31,3.65,9.7,28.29,0.939,2,0,1
SEG_STATE_MN2,state,27.74,15.89,25.1,25.23,2.09,8,0,0
SEG_RURAL_TR1,rural,11.26,7.01,10.09,37.58,0.05,14,1,0
SEG_HWY_NH37,highway,15.5,11.97,13.51,13.25,3.01,2,0,0
SEG_HWY_NH27,highway,33.95,8.26,32.58,7.79,4.71,3,1,0
SEG_DIST_MZ1,district,6.33,19.53,3.08,31.47,0.35,1,0,0
SEG_RURAL_TR1,rural,38.43,6.61,37.33,40.59,0.529,0,0,1
SEG_STATE_MN2,state,18.61,25.0,14.45,20.68,2.371,0,0,0
SEG_STATE_MN2,state,26.58,12.44,24.51,34.23,2.065,3,1,1
SEG_HWY_NH37,highway,6.3,7.97,4.97,0.0,2.846,0,0,0
SEG_DIST_MZ1,district,53.11,9.2,51.57,35.99,0.111,7,1,1
SEG_RURAL_NL1,rural,19.08,2.44,18.67,45.48,0.05,0,0,1
SEG_HWY_NH27,highway,20.8,7.3,19.58,1.08,4.815,3,0,0
SEG_RURAL_NL1,rural,22.03,3.04,21.53,36.12,0.05,5,0,0
SEG_DIST_AR1,district,60.25,45.42,52.68,31.19,0.968,1,1,1
SEG_DIST_AR1,district,35.4,20.43,31.99,36.81,0.519,2,0,0
SEG_HWY_NH37,highway,14.91,1.04,14.74,0.73,2.548,3,0,0
SEG_DIST_MZ1,district,19.28,1.47,19.04,30.58,0.477,0,1,1
SEG_RURAL_TR1,rural,21.43,0.96,21.27,46.06,0.05,6,0,1
SEG_RURAL_TR1,rural,6.5,4.09,5.81,39.49,0.05,3,0,0
SEG_HWY_NH37,highway,29.85,40.5,23.1,0.38,3.039,1,0,0
SEG_DIST_AR1,district,69.39,9.66,67.78,26.33,0.42,0,0,0
SEG_STATE_MN2,state,18.71,8.07,17.36,24.8,2.076,4,0,0
SEG_DIST_MZ1,district,28.57,25.6,24.3,39.1,0.31,0,0,0
SEG_HWY_NH27,highway,19.04,10.5,17.29,6.1,4.515,3,0,0
SEG_HWY_NH27,highway,29.42,10.96,27.6,4.68,5.706,5,0,1
SEG_STATE_AS1,state,82.63,12.43,80.56,12.62,1.11,1,1,1
SEG_HWY_NH37,highway,13.94,7.63,12.67,16.78,2.874,0,0,0
SEG_HWY_NH27,highway,9.93,8.88,8.45,7.66,4.769,1,1,0
SEG_STATE_MN2,state,53.74,16.79,50.94,15.38,2.269,3,1,0
SEG_STATE_MN2,state,20.45,1.37,20.22,23.05,1.74,9,0,0
SEG_RURAL_NL1,rural,15.71,14.71,13.26,40.89,0.395,4,0,1
SEG_HWY_NH27,highway,25.91,2.93,25.42,10.23,4.945,0,0,0
SEG_STATE_MN2,state,51.41,21.67,47.8,19.97,2.247,4,1,1
SEG_RURAL_NL1,rural,69.34,0.94,69.19,44.78,0.151,3,0,1
SEG_HWY_NH27,highway,12.74,18.85,9.6,13.35,4.704,4,1,0
SEG_STATE_AS1,state,65.12,9.33,63.57,22.57,1.408,2,1,0
SEG_HWY_NH37,highway,12.55,13.25,10.34,7.31,3.304,7,0,0
SEG_RURAL_TR1,rural,37.59,14.73,35.13,50.81,0.247,1,0,0
SEG_DIST_MZ1,district,18.29,10.37,16.56,29.51,0.607,0,0,0
SEG_HWY_NH37,highway,15.28,10.37,13.55,2.77,3.304,2,0,0
SEG_HWY_NH27,highway,7.15,79.82,-6.15,12.43,4.772,1,0,0
SEG_HWY_NH27,highway,28.41,19.87,25.1,7.23,4.349,1,1,0
SEG_HWY_NH37,highway,14.09,51.44,5.52,7.25,2.939,5,1,1
SEG_STATE_AS1,state,81.05,12.58,78.95,13.44,0.853,3,0,1
SEG_DIST_AR1,district,38.81,4.74,38.02,35.24,0.974,6,1,1
SEG_HWY_NH27,highway,58.42,17.07,55.58,6.04,5.269,0,1,1
SEG_STATE_MN2,state,32.67,21.59,29.07,9.44,1.677,12,0,1
SEG_DIST_AR1,district,31.59,55.28,22.37,19.55,0.138,0,1,0
SEG_RURAL_NL1,rural,22.36,7.86,21.05,47.32,0.679,2,0,1
SEG_RURAL_NL1,rural,43.13,2.44,42.72,40.24,0.669,6,0,0
SEG_RURAL_TR1,rural,17.73,2.99,17.23,44.31,0.05,6,0,1
SEG_RURAL_NL1,rural,29.07,13.94,26.74,32.15,0.107,1,0,1
SEG_RURAL_NL1,rural,43.28,23.4,39.38,44.27,0.418,3,0,1
SEG_DIST_MZ1,district,44.72,11.27,42.84,34.7,0.321,5,0,1
SEG_HWY_NH37,highway,30.15,4.44,29.41,5.52,3.259,3,0,1
SEG_RURAL_NL1,rural,53.34,28.28,48.63,39.2,0.861,3,0,1
SEG_HWY_NH27,highway,31.36,2.34,30.97,8.08,4.644,2,0,0
SEG_HWY_NH37,highway,64.55,23.17,60.69,7.53,2.579,0,1,1
SEG_HWY_NH27,highway,26.98,13.88,24.67,1.72,5.179,0,0,1
SEG_HWY_NH37,highway,33.64,13.99,31.31,1.57,2.579,2,0,0
SEG_HWY_NH27,highway,17.91,67.32,6.69,9.27,5.552,6,0,0
SEG_DIST_MZ1,district,6.44,19.15,3.25,35.68,0.776,2,0,1
SEG_HWY_NH27,highway,35.66,3.85,35.02,7.16,5.064,1,0,1
SEG_DIST_AR1,district,17.28,11.01,15.45,28.72,0.726,5,0,1
SEG_DIST_AR1,district,53.05,7.12,51.86,25.69,0.331,3,1,1
SEG_HWY_NH27,highway,7.66,17.87,4.68,11.04,5.282,3,0,0
SEG_DIST_AR1,district,10.05,3.75,9.43,33.9,1.34,6,0,1
SEG_RURAL_TR1,rural,10.32,13.08,8.14,39.86,0.586,13,0,1
SEG_RURAL_NL1,rural,69.58,10.11,67.89,40.81,0.531,1,0,1
SEG_RURAL_NL1,rural,15.42,16.89,12.61,31.38,0.116,3,0,0
SEG_HWY_NH37,highway,7.36,18.66,4.25,1.05,3.263,5,0,0
SEG_RURAL_TR1,rural,23.04,35.04,17.2,53.91,0.437,0,0,0
SEG_STATE_AS1,state,52.08,11.56,50.15,19.36,1.384,1,0,0
SEG_STATE_MN2,state,12.19,37.2,5.99,15.46,1.937,5,0,0
SEG_STATE_AS1,state,13.71,16.86,10.9,20.98,1.722,2,0,0
SEG_RURAL_NL1,rural,21.9,2.31,21.52,42.82,0.549,11,1,1
SEG_DIST_AR1,district,47.1,24.57,43.0,31.91,1.023,0,0,0
SEG_STATE_AS1,state,86.26,22.81,82.46,18.11,1.178,0,0,0
SEG_DIST_AR1,district,52.69,8.43,51.29,23.14,0.216,0,0,1
SEG_DIST_MZ1,district,43.6,45.71,35.99,36.58,0.494,2,0,1
SEG_HWY_NH37,highway,66.83,34.89,61.02,3.67,2.449,3,0,0
SEG_STATE_AS1,state,16.5,14.24,14.13,19.39,1.386,4,0,0
SEG_HWY_NH27,highway,12.07,25.45,7.82,4.01,4.594,0,0,0
SEG_HWY_NH37,highway,13.65,21.2,10.12,12.04,2.606,0,0,0
SEG_HWY_NH37,highway,51.97,15.48,49.39,5.11,3.342,10,1,1
SEG_RURAL_NL1,rural,17.25,35.87,11.27,38.15,0.405,2,0,0
SEG_HWY_NH27,highway,14.54,4.52,13.79,14.73,5.058,2,0,0
SEG_DIST_AR1,district,18.23,9.28,16.68,35.47,1.258,0,0,0
SEG_STATE_MN2,state,13.26,1.5,13.01,22.8,2.592,2,0,0
SEG_DIST_MZ1,district,47.85,1.89,47.54,37.49,0.278,4,0,1
SEG_STATE_MN2,state,35.82,1.49,35.57,19.19,2.247,3,0,0
SEG_RURAL_NL1,rural,26.3,18.13,23.28,41.26,0.438,4,0,1
SEG_STATE_AS1,state,6.11,1.32,5.89,17.94,1.504,4,0,0
SEG_STATE_AS1,state,5.12,24.69,1.01,16.51,1.135,0,0,0
SEG_STATE_AS1,state,16.32,26.19,11.96,21.18,1.421,2,0,1
SEG_STATE_MN2,state,14.99,20.63,11.56,26.42,1.736,1,0,1
SEG_DIST_AR1,district,6.53,25.78,2.24,30.89,1.19,3,0,0
SEG_STATE_MN2,state,15.59,4.4,14.85,26.02,2.098,2,0,0
SEG_HWY_NH27,highway,14.99,7.41,13.76,4.56,4.717,5,0,0
SEG_STATE_AS1,state,11.79,14.45,9.38,15.1,1.45,4,0,0
SEG_HWY_NH37,highway,18.97,8.92,17.49,13.63,2.702,7,0,0
SEG_RURAL_TR1,rural,15.12,7.04,13.95,41.83,0.05,1,0,1
SEG_HWY_NH27,highway,12.24,5.14,11.38,2.2,4.908,4,0,0
SEG_DIST_AR1,district,12.01,3.65,11.4,38.71,1.006,1,1,1
SEG_HWY_NH27,highway,15.49,18.24,12.45,6.76,4.664,7,0,0
SEG_DIST_AR1,district,23.6,10.73,21.81,19.65,0.889,3,0,0
SEG_HWY_NH27,highway,5.51,19.2,2.31,15.75,4.872,1,0,0
SEG_STATE_MN2,state,11.91,4.85,11.1,16.79,1.824,1,1,0
SEG_RURAL_TR1,rural,18.67,15.33,16.12,42.9,0.422,5,0,0
SEG_DIST_MZ1,district,8.9,21.6,5.3,39.31,0.588,9,0,1
SEG_DIST_MZ1,district,28.92,33.82,23.29,38.84,0.457,2,0,1
SEG_STATE_AS1,state,21.73,3.96,21.07,14.94,1.404,5,0,1
SEG_STATE_MN2,state,38.89,17.37,36.0,22.67,2.176,0,0,0
SEG_HWY_NH27,highway,20.22,17.14,17.36,15.6,5.067,0,0,0
SEG_DIST_AR1,district,40.25,46.84,32.45,36.83,1.218,3,0,0
SEG_HWY_NH27,highway,9.83,6.03,8.82,8.54,4.767,4,1,0
SEG_STATE_MN2,state,14.41,16.5,11.66,15.58,1.978,2,0,0
SEG_DIST_MZ1,district,58.04,22.7,54.25,35.76,0.388,5,0,1
SEG_RURAL_TR1,rural,4.42,13.44,2.18,48.5,0.127,2,0,0
SEG_RURAL_TR1,rural,22.01,16.12,19.33,42.91,0.479,1,0,0
SEG_DIST_MZ1,district,22.88,14.67,20.44,32.63,0.551,6,0,0
SEG_DIST_AR1,district,24.04,8.26,22.67,36.18,0.517,5,0,0
SEG_STATE_AS1,state,14.36,4.8,13.56,12.68,1.587,5,0,1
SEG_DIST_MZ1,district,56.5,11.09,54.65,32.93,0.052,7,1,1
SEG_DIST_MZ1,district,33.81,9.44,32.24,32.02,0.076,3,0,0
SEG_RURAL_NL1,rural,40.64,2.38,40.24,33.81,0.924,0,0,0
SEG_STATE_AS1,state,25.83,1.75,25.54,18.67,1.289,4,0,0
SEG_HWY_NH37,highway,34.43,3.53,33.84,9.99,3.197,5,0,1
SEG_DIST_MZ1,district,34.08,10.81,32.28,33.94,0.16,0,0,1
SEG_STATE_MN2,state,38.8,45.74,31.18,26.53,1.821,0,0,0
SEG_STATE_MN2,state,38.5,7.05,37.32,14.46,1.773,0,0,0
SEG_RURAL_NL1,rural,23.92,11.95,21.93,38.98,0.494,0,0,0
SEG_DIST_AR1,district,34.73,19.57,31.47,29.68,1.191,5,0,1
SEG_DIST_MZ1,district,40.23,6.57,39.13,28.79,0.503,4,0,1
SEG_STATE_AS1,state,40.04,1.05,39.86,15.5,1.488,4,0,1
SEG_DIST_MZ1,district,43.77,8.39,42.37,40.15,0.514,4,0,0
SEG_RURAL_TR1,rural,13.62,16.57,10.86,40.63,0.071,12,0,1
SEG_RURAL_TR1,rural,17.94,6.74,16.82,38.3,0.283,0,0,1
SEG_RURAL_TR1,rural,27.87,1.21,27.67,48.56,0.05,19,0,0
SEG_DIST_MZ1,district,20.85,5.11,20.0,33.21,0.694,1,0,0
SEG_DIST_AR1,district,7.07,7.16,5.88,36.1,0.62,1,0,1
SEG_RURAL_TR1,rural,14.4,6.86,13.26,44.55,0.113,9,0,0
SEG_HWY_NH27,highway,8.94,13.44,6.7,7.64,5.475,5,0,0
SEG_STATE_AS1,state,29.93,24.94,25.77,24.03,0.972,1,0,1
SEG_HWY_NH27,highway,42.65,6.56,41.56,3.93,5.334,5,0,0
SEG_DIST_AR1,district,24.68,28.84,19.87,35.7,0.709,8,0,1
SEG_STATE_AS1,state,26.63,4.56,25.87,21.19,1.42,5,1,1
SEG_STATE_MN2,state,16.74,66.46,5.66,23.39,2.055,4,0,0
SEG_DIST_AR1,district,52.46,3.97,51.8,29.38,0.293,5,1,0
SEG_HWY_NH27,highway,62.99,4.17,62.3,0.0,5.204,1,1,1
SEG_HWY_NH27,highway,8.88,4.66,8.11,8.61,5.458,1,0,0
SEG_HWY_NH37,highway,26.05,7.04,24.88,0.0,3.312,5,0,0
SEG_HWY_NH37,highway,39.13,9.49,37.55,4.87,3.15,0,0,1
SEG_RURAL_NL1,rural,20.91,3.31,20.36,47.43,0.409,6,0,1
SEG_STATE_MN2,state,51.2,11.56,49.27,25.23,1.715,5,1,1
SEG_HWY_NH37,highway,31.83,6.15,30.81,1.12,2.897,5,0,0
SEG_DIST_AR1,district,14.68,44.74,7.22,36.37,0.428,1,0,0
SEG_RURAL_TR1,rural,13.35,22.64,9.57,38.51,0.463,0,0,0
SEG_STATE_AS1,state,9.33,8.17,7.97,18.36,1.845,5,0,1
SEG_DIST_MZ1,district,25.69,29.06,20.85,32.79,0.349,2,0,0
SEG_RURAL_NL1,rural,12.94,24.35,8.88,38.43,0.087,3,0,1
SEG_STATE_MN2,state,20.4,1.31,20.18,27.8,2.036,2,0,0
SEG_DIST_AR1,district,42.86,12.15,40.84,24.45,0.246,1,0,1
SEG_STATE_AS1,state,25.94,14.11,23.59,17.17,1.337,0,1,1
SEG_RURAL_TR1,rural,22.42,6.58,21.33,50.44,0.326,1,0,1
SEG_HWY_NH27,highway,15.39,24.01,11.38,6.13,5.234,12,0,0
SEG_RURAL_NL1,rural,17.35,8.02,16.02,40.39,0.686,2,1,0
SEG_DIST_MZ1,district,63.81,20.7,60.36,35.44,1.006,3,0,1
SEG_HWY_NH37,highway,25.79,3.83,25.15,4.24,3.029,6,0,0
SEG_STATE_MN2,state,12.22,0.29,12.18,21.64,1.691,3,0,0
SEG_STATE_AS1,state,37.68,26.14,33.32,21.19,1.433,0,0,0
SEG_STATE_AS1,state,20.35,4.57,19.59,23.76,1.32,5,0,0
SEG_RURAL_TR1,rural,25.16,13.33,22.94,50.61,0.071,1,0,0
SEG_STATE_AS1,state,26.65,50.84,18.18,15.71,1.019,5,0,1
SEG_STATE_AS1,state,37.24,8.48,35.82,17.12,1.132,2,0,0
SEG_STATE_AS1,state,24.95,11.52,23.03,17.0,1.887,1,0,0
SEG_RURAL_TR1,rural,55.58,5.94,54.59,41.67,0.05,3,0,0
SEG_DIST_MZ1,district,18.05,16.23,15.35,29.01,0.377,1,1,1
SEG_HWY_NH37,highway,31.43,3.33,30.87,4.05,2.543,1,0,1
SEG_STATE_MN2,state,12.67,11.55,10.74,33.43,2.025,6,0,1
SEG_RURAL_TR1,rural,8.16,14.41,5.75,37.7,0.231,4,0,0
SEG_STATE_MN2,state,35.72,20.85,32.25,20.0,1.942,1,0,0
SEG_HWY_NH27,highway,80.26,13.43,78.02,3.14,5.177,1,0,0
SEG_DIST_AR1,district,10.16,5.43,9.25,34.24,1.045,2,0,0
SEG_DIST_MZ1,district,9.29,28.51,4.53,36.02,0.4,4,0,1
SEG_STATE_MN2,state,49.06,23.16,45.2,17.22,1.705,4,0,0
SEG_HWY_NH37,highway,12.13,5.13,11.28,1.21,2.752,0,0,0
SEG_STATE_MN2,state,4.21,48.49,-3.87,23.62,1.841,2,0,0
SEG_DIST_MZ1,district,19.0,18.11,15.98,39.61,0.238,3,0,0
SEG_RURAL_NL1,rural,24.95,11.14,23.09,47.18,0.91,5,0,0
SEG_RURAL_TR1,rural,33.97,23.78,30.01,50.8,0.42,1,0,1
SEG_RURAL_TR1,rural,12.68,3.61,12.08,40.72,0.869,1,0,1
SEG_HWY_NH37,highway,17.61,6.73,16.49,13.83,2.828,2,0,1
SEG_HWY_NH37,highway,38.87,33.61,33.27,0.0,3.307,7,0,0
SEG_DIST_MZ1,district,13.8,4.9,12.98,39.61,0.658,6,0,1
SEG_HWY_NH27,highway,3.71,18.27,0.66,3.32,4.852,4,0,0
SEG_DIST_AR1,district,33.62,26.63,29.18,29.89,0.612,3,0,0
SEG_DIST_AR1,district,69.56,3.88,68.91,34.9,0.996,5,1,1
SEG_STATE_AS1,state,22.5,24.36,18.44,27.39,1.304,2,0,1
SEG_RURAL_NL1,rural,48.13,10.77,46.34,31.95,0.975,0,0,0
SEG_RURAL_NL1,rural,9.6,16.97,6.77,35.45,0.265,8,0,1
SEG_DIST_MZ1,district,13.84,26.71,9.39,35.53,0.963,2,0,0
SEG_HWY_NH27,highway,40.74,10.64,38.96,4.48,4.581,2,0,0
SEG_DIST_AR1,district,10.09,26.32,5.7,32.31,1.023,3,0,0
SEG_RURAL_NL1,rural,18.35,12.97,16.19,45.16,0.226,2,0,1
SEG_STATE_MN2,state,13.78,9.48,12.2,17.7,1.809,7,1,1
SEG_RURAL_NL1,rural,27.99,7.83,26.68,42.19,0.451,2,0,0
SEG_DIST_MZ1,district,4.06,12.4,2.0,20.8,0.66,1,0,0
SEG_DIST_MZ1,district,8.67,20.76,5.21,43.58,0.583,1,0,0
SEG_RURAL_TR1,rural,19.05,21.45,15.48,48.31,0.05,7,0,0
SEG_RURAL_TR1,rural,83.04,5.23,82.17,44.32,0.05,4,0,1
SEG_HWY_NH37,highway,12.37,5.24,11.49,6.7,2.885,2,0,0
SEG_STATE_AS1,state,42.04,23.73,38.09,14.38,1.519,7,0,1
SEG_RURAL_TR1,rural,24.34,8.99,22.84,43.35,0.05,0,1,1
SEG_STATE_AS1,state,9.81,4.42,9.08,16.81,1.225,4,0,1
SEG_STATE_MN2,state,18.49,46.67,10.71,22.63,2.144,4,0,1
SEG_HWY_NH27,highway,10.39,11.18,8.52,10.58,5.035,2,0,0
SEG_DIST_AR1,district,3.08,14.63,0.64,29.08,1.051,0,0,0
SEG_STATE_MN2,state,17.74,1.62,17.47,21.36,2.074,3,0,0
SEG_STATE_AS1,state,4.16,31.14,-1.03,14.85,1.026,1,0,1
SEG_STATE_AS1,state,14.19,26.26,9.81,16.41,1.374,1,0,0
SEG_STATE_AS1,state,25.38,23.44,21.47,16.98,1.489,0,0,0
SEG_DIST_MZ1,district,30.58,39.98,23.91,33.74,1.039,1,0,0
SEG_HWY_NH27,highway,30.95,39.7,24.33,7.74,4.457,5,0,1
SEG_STATE_MN2,state,12.22,8.53,10.8,28.75,1.835,5,0,0
SEG_RURAL_NL1,rural,32.85,42.01,25.85,41.79,0.05,4,0,1
SEG_DIST_MZ1,district,18.71,11.18,16.85,37.23,0.751,0,0,0
SEG_HWY_NH27,highway,25.93,9.46,24.35,3.53,4.327,5,0,0
SEG_RURAL_TR1,rural,50.99,4.88,50.18,43.37,0.205,2,0,0
SEG_RURAL_TR1,rural,60.99,32.17,55.63,32.09,0.17,0,0,0
SEG_RURAL_TR1,rural,34.48,20.92,30.99,43.1,0.05,2,0,0
SEG_STATE_MN2,state,17.94,0.87,17.79,27.43,1.743,5,0,1
SEG_STATE_AS1,state,17.24,6.69,16.13,20.39,1.926,0,0,0
SEG_RURAL_NL1,rural,114.08,14.64,111.64,27.09,0.972,0,0,1
SEG_HWY_NH37,highway,16.78,7.74,15.49,0.0,3.175,1,0,1
SEG_STATE_MN2,state,14.56,18.5,11.48,20.3,1.904,8,0,0
SEG_HWY_NH37,highway,2.77,11.36,0.87,0.0,2.91,0,0,0
SEG_STATE_AS1,state,23.67,28.42,18.93,21.19,1.308,4,0,0
SEG_STATE_AS1,state,33.84,9.33,32.29,20.87,1.967,9,1,1
SEG_STATE_AS1,state,5.93,8.03,4.59,22.3,1.792,5,0,0
SEG_HWY_NH37,highway,16.36,13.02,14.19,0.86,2.875,1,0,1
SEG_STATE_AS1,state,19.44,49.66,11.17,22.89,1.649,3,0,1
SEG_HWY_NH37,highway,12.68,13.66,10.41,12.73,3.012,3,0,1
SEG_STATE_AS1,state,2.38,0.74,2.26,14.14,1.527,3,0,0
SEG_DIST_AR1,district,41.02,14.2,38.66,31.73,0.443,3,0,1
SEG_STATE_AS1,state,60.63,7.92,59.31,11.25,1.265,7,1,1
SEG_RURAL_NL1,rural,7.53,3.31,6.98,42.33,0.05,5,0,0
SEG_HWY_NH37,highway,12.21,3.26,11.66,5.38,2.294,1,0,0
SEG_DIST_AR1,district,21.16,59.22,11.29,30.62,1.332,6,0,0
SEG_HWY_NH27,highway,30.01,6.43,28.93,10.68,4.824,2,0,0
SEG_STATE_MN2,state,55.2,64.02,44.53,29.93,1.544,3,1,1
SEG_RURAL_TR1,rural,11.67,3.69,11.05,48.06,0.294,1,0,1
SEG_RURAL_TR1,rural,16.65,0.53,16.56,46.69,0.491,1,1,0
SEG_RURAL_TR1,rural,6.94,11.71,4.99,44.7,0.05,2,0,1
SEG_STATE_AS1,state,75.34,2.19,74.97,18.51,0.986,5,0,1
SEG_STATE_MN2,state,26.09,14.1,23.74,28.45,2.215,6,0,1
SEG_RURAL_NL1,rural,34.44,6.45,33.37,37.97,0.135,2,0,0
SEG_STATE_AS1,state,28.29,3.03,27.79,23.72,1.213,3,0,0
SEG_STATE_AS1,state,46.97,2.02,46.64,9.39,1.637,4,0,0
SEG_DIST_AR1,district,29.69,28.6,24.92,28.96,1.246,1,0,1
SEG_STATE_AS1,state,32.29,15.51,29.7,20.8,1.562,3,0,0
SEG_DIST_MZ1,district,21.72,36.07,15.71,40.24,0.524,5,0,1
SEG_RURAL_TR1,rural,22.22,22.99,18.39,49.28,0.586,5,0,0
SEG_HWY_NH27,highway,27.56,15.91,24.91,14.01,4.76,4,0,0
SEG_STATE_MN2,state,14.51,1.46,14.27,17.31,2.347,1,0,1
SEG_RURAL_NL1,rural,35.28,0.88,35.13,42.15,0.346,1,1,1
SEG_RURAL_NL1,rural,28.4,34.02,22.73,35.99,0.05,1,0,0
SEG_STATE_AS1,state,17.11,16.39,14.38,11.22,1.399,3,0,0
SEG_HWY_NH27,highway,41.26,8.33,39.87,15.51,5.041,8,0,1
SEG_HWY_NH37,highway,50.97,20.65,47.52,6.35,2.955,6,1,0
SEG_STATE_MN2,state,21.7,6.42,20.63,28.18,1.964,5,0,1
SEG_RURAL_NL1,rural,36.02,7.27,34.81,39.65,0.351,0,0,1
SEG_STATE_AS1,state,9.17,8.09,7.82,9.63,1.507,3,0,0
SEG_HWY_NH27,highway,14.66,32.07,9.31,0.0,5.27,10,0,1
SEG_STATE_AS1,state,40.53,10.23,38.82,9.29,1.857,2,0,1
SEG_RURAL_TR1,rural,29.1,4.01,28.43,55.03,0.596,1,0,0
SEG_HWY_NH37,highway,28.95,12.46,26.88,5.86,3.535,2,0,0
SEG_HWY_NH27,highway,1.82,5.94,0.83,5.62,4.183,0,0,0
SEG_HWY_NH27,highway,52.85,35.59,46.91,8.56,4.748,9,0,0
SEG_RURAL_TR1,rural,36.57,5.43,35.67,44.7,0.772,3,0,1
SEG_STATE_AS1,state,12.23,17.59,9.29,14.05,1.77,1,0,1
SEG_HWY_NH37,highway,10.25,30.73,5.13,0.95,2.339,6,0,0
SEG_RURAL_NL1,rural,52.78,3.81,52.14,34.44,0.604,8,0,0
SEG_RURAL_NL1,rural,15.63,27.63,11.03,40.14,0.05,2,0,1
SEG_DIST_MZ1,district,55.06,24.52,50.97,30.84,0.724,1,0,1
SEG_HWY_NH37,highway,12.38,21.2,8.85,2.51,2.747,1,0,0
SEG_RURAL_NL1,rural,11.82,3.42,11.25,51.03,0.375,2,0,0
SEG_STATE_MN2,state,40.38,12.65,38.27,14.4,2.506,6,0,1
SEG_RURAL_TR1,rural,32.94,35.87,26.96,46.25,0.437,1,0,1
SEG_RURAL_NL1,rural,15.72,3.03,15.22,37.84,0.334,1,1,1
SEG_DIST_MZ1,district,49.55,7.05,48.38,37.31,0.422,5,0,0
SEG_HWY_NH27,highway,69.77,5.49,68.85,4.42,4.771,5,1,0
SEG_RURAL_NL1,rural,18.7,8.89,17.22,43.33,0.753,4,0,0
SEG_STATE_AS1,state,32.91,9.14,31.39,12.03,1.463,2,0,0
SEG_DIST_AR1,district,70.76,4.74,69.97,33.68,0.644,2,0,1
SEG_RURAL_TR1,rural,10.19,4.34,9.47,42.53,0.05,6,1,0
SEG_STATE_MN2,state,6.3,8.64,4.86,18.15,2.1,6,0,0
SEG_HWY_NH27,highway,84.09,13.24,81.89,14.54,4.993,2,1,1
SEG_DIST_AR1,district,26.75,12.3,24.7,36.23,0.385,1,0,1
SEG_RURAL_NL1,rural,25.3,13.44,23.06,32.38,0.128,6,0,0
SEG_DIST_AR1,district,21.13,11.0,19.3,35.43,0.674,1,0,0
SEG_STATE_MN2,state,14.43,3.14,13.91,31.64,2.32,3,0,0
SEG_HWY_NH37,highway,18.33,7.81,17.03,0.0,3.297,3,0,0
SEG_HWY_NH37,highway,22.93,6.45,21.86,6.36,3.402,5,0,0
SEG_HWY_NH27,highway,33.77,5.49,32.86,9.28,5.061,8,0,0
SEG_HWY_NH37,highway,35.05,6.46,33.97,4.53,3.083,2,0,0
SEG_RURAL_NL1,rural,31.87,8.19,30.5,32.23,0.451,2,0,1
SEG_STATE_MN2,state,28.24,20.84,24.77,21.05,2.228,3,1,0
SEG_DIST_MZ1,district,58.2,6.74,57.08,34.56,0.05,5,0,1
SEG_RURAL_NL1,rural,16.44,0.88,16.3,36.1,0.146,4,0,1
SEG_DIST_MZ1,district,26.63,18.3,23.58,42.36,0.639,3,0,1
SEG_HWY_NH27,highway,57.59,63.82,46.95,7.46,5.178,2,1,1
SEG_STATE_AS1,state,26.57,27.92,21.91,15.06,1.519,0,0,0
SEG_RURAL_NL1,rural,50.33,26.81,45.86,34.27,1.1,2,0,0
SEG_DIST_AR1,district,40.45,28.95,35.62,30.96,0.675,2,0,1
SEG_DIST_AR1,district,2.13,20.05,-1.21,31.11,0.544,0,0,1
SEG_RURAL_NL1,rural,27.74,20.38,24.34,45.18,0.195,0,0,1
SEG_DIST_MZ1,district,11.7,6.37,10.63,32.79,0.243,0,0,1
SEG_DIST_AR1,district,15.38,17.86,12.41,23.67,0.747,7,1,0
SEG_RURAL_NL1,rural,23.56,31.43,18.32,42.5,0.779,1,0,0
SEG_STATE_MN2,state,2.28,0.3,2.23,21.53,2.475,3,0,0
SEG_RURAL_NL1,rural,20.52,3.32,19.97,36.82,0.05,5,0,0
SEG_RURAL_TR1,rural,19.18,41.16,12.32,49.52,0.203,1,0,0
SEG_STATE_AS1,state,7.86,8.97,6.36,14.29,1.472,2,0,0
